image,label
patch_8_36.png,noise_sin
patch_61_2.png,low_noise
patch_23_39.png,high_noise
patch_5_32.png,high_noise
patch_35_32.png,high_noise
patch_34_10.png,low_noise
patch_60_7.png,noise_sin
patch_21_42.png,high_noise
patch_3_29.png,high_noise
patch_14_40.png,high_noise
patch_6_26.png,high_noise
patch_35_22.png,low_noise
patch_10_44.png,noise_sin
patch_29_30.png,high_noise
patch_41_8.png,high_noise
patch_16_16.png,high_noise
patch_19_38.png,high_noise
patch_46_15.png,flat
patch_43_7.png,low_noise
patch_19_18.png,low_noise
patch_20_20.png,noise_sin
patch_55_5.png,noise_sin
patch_48_14.png,low_noise
patch_41_7.png,low_noise
patch_5_25.png,high_noise
patch_31_17.png,low_noise
patch_30_31.png,high_noise
patch_30_14.png,noise_sin
patch_23_23.png,low_noise
patch_63_6.png,high_noise
patch_51_6.png,low_noise
patch_58_12.png,high_noise
patch_4_27.png,high_noise
patch_47_23.png,high_noise
patch_17_34.png,flat
patch_28_12.png,noise_sin
patch_24_12.png,high_noise
patch_33_23.png,low_noise
patch_10_28.png,high_noise
patch_26_11.png,high_noise
patch_32_29.png,high_noise
patch_34_20.png,high_noise
patch_37_30.png,high_noise
patch_32_34.png,high_noise
patch_25_22.png,high_noise
patch_1_33.png,none
patch_3_27.png,high_noise
patch_21_22.png,high_noise
patch_13_27.png,high_noise
patch_67_4.png,none
patch_15_39.png,high_noise
patch_15_30.png,high_noise
patch_22_29.png,low_noise
patch_19_13.png,noise_sin
patch_7_33.png,noise_sin
patch_50_10.png,low_noise
patch_30_9.png,none
patch_24_30.png,low_noise
patch_58_0.png,none
patch_25_24.png,low_noise
patch_47_12.png,high_noise
patch_32_31.png,flat
patch_49_24.png,high_noise
patch_13_16.png,noise_sin
patch_49_19.png,flat
patch_41_11.png,high_noise
patch_64_14.png,high_noise
patch_49_4.png,flat
patch_20_19.png,high_noise
patch_54_5.png,low_noise
patch_8_19.png,high_noise
patch_59_10.png,flat
patch_39_22.png,low_noise
patch_56_13.png,low_noise
patch_18_37.png,low_noise
patch_30_27.png,low_noise
patch_48_24.png,high_noise
patch_43_8.png,high_noise
patch_16_28.png,high_noise
patch_53_5.png,low_noise
patch_62_9.png,flat
patch_30_26.png,high_noise
patch_24_14.png,noise_sin
patch_23_19.png,high_noise
patch_38_29.png,high_noise
patch_31_18.png,noise_sin
patch_3_22.png,low_noise
patch_43_9.png,high_noise
patch_20_43.png,low_noise
patch_49_5.png,low_noise
patch_27_22.png,high_noise
patch_44_16.png,low_noise
patch_46_14.png,flat
patch_15_16.png,high_noise
patch_42_8.png,low_noise
patch_15_46.png,none
patch_70_13.png,low_noise
patch_59_6.png,noise_sin
patch_33_21.png,flat
patch_28_19.png,high_noise
patch_15_24.png,high_noise
patch_44_4.png,high_noise
patch_37_10.png,high_noise
patch_20_24.png,high_noise
patch_24_21.png,high_noise
patch_28_32.png,low_noise
patch_45_26.png,high_noise
patch_59_11.png,flat
patch_10_24.png,low_noise
patch_21_41.png,flat
patch_12_18.png,noise_sin
patch_45_20.png,low_noise
patch_46_21.png,low_noise
patch_21_29.png,high_noise
patch_19_37.png,noise_sin
patch_20_35.png,noise_sin
patch_3_28.png,high_noise
patch_55_9.png,low_noise
patch_2_27.png,high_noise
patch_64_13.png,high_noise
patch_52_5.png,high_noise
patch_65_15.png,none
patch_36_18.png,high_noise
patch_13_25.png,noise_sin
patch_37_20.png,low_noise
patch_62_11.png,high_noise
patch_15_22.png,noise_sin
patch_59_3.png,flat
patch_28_16.png,noise_sin
patch_10_17.png,low_noise
patch_51_24.png,high_noise
patch_50_22.png,high_noise
patch_17_27.png,high_noise
patch_30_11.png,low_noise
patch_29_9.png,none
patch_25_13.png,high_noise
patch_55_3.png,flat
patch_34_32.png,high_noise
patch_36_31.png,high_noise
patch_33_33.png,high_noise
patch_11_24.png,noise_sin
patch_37_9.png,high_noise
patch_15_28.png,high_noise
patch_55_16.png,high_noise
patch_16_32.png,high_noise
patch_13_15.png,high_noise
patch_39_11.png,high_noise
patch_40_20.png,noise_sin
patch_45_7.png,noise_sin
patch_70_14.png,none
patch_24_39.png,high_noise
patch_26_31.png,high_noise
patch_21_35.png,high_noise
patch_22_39.png,high_noise
patch_16_22.png,high_noise
patch_13_33.png,noise_sin
patch_3_25.png,noise_sin
patch_43_20.png,high_noise
patch_58_19.png,none
patch_15_41.png,high_noise
patch_61_11.png,high_noise
patch_50_5.png,flat
patch_8_42.png,noise_sin
patch_30_19.png,noise_sin
patch_29_18.png,noise_sin
patch_52_16.png,high_noise
patch_25_8.png,none
patch_36_27.png,noise_sin
patch_55_17.png,low_noise
patch_40_19.png,low_noise
patch_22_26.png,high_noise
patch_19_28.png,high_noise
patch_27_18.png,high_noise
patch_40_26.png,high_noise
patch_14_20.png,high_noise
patch_38_14.png,high_noise
patch_47_7.png,flat
patch_36_13.png,low_noise
patch_43_26.png,high_noise
patch_66_4.png,high_noise
patch_18_9.png,none
patch_32_27.png,low_noise
patch_16_42.png,noise_sin
patch_14_38.png,high_noise
patch_45_6.png,high_noise
patch_28_22.png,low_noise
patch_26_18.png,high_noise
patch_9_28.png,high_noise
patch_15_31.png,noise_sin
patch_22_13.png,high_noise
patch_0_25.png,high_noise
patch_31_30.png,low_noise
patch_4_23.png,high_noise
patch_1_26.png,low_noise
patch_57_9.png,flat
patch_63_10.png,high_noise
patch_71_9.png,none
patch_5_34.png,noise_sin
patch_50_9.png,high_noise
patch_24_29.png,high_noise
patch_23_9.png,high_noise
patch_22_30.png,low_noise
patch_11_28.png,low_noise
patch_15_45.png,high_noise
patch_38_24.png,low_noise
patch_50_21.png,high_noise
patch_46_28.png,low_noise
patch_37_15.png,high_noise
patch_8_24.png,low_noise
patch_22_27.png,high_noise
patch_36_11.png,low_noise
patch_9_34.png,high_noise
patch_24_19.png,high_noise
patch_20_40.png,high_noise
patch_26_13.png,high_noise
patch_20_32.png,low_noise
patch_34_22.png,low_noise
patch_27_24.png,low_noise
patch_66_6.png,high_noise
patch_25_36.png,high_noise
patch_27_27.png,low_noise
patch_11_14.png,none
patch_22_32.png,high_noise
patch_41_13.png,noise_sin
patch_12_41.png,high_noise
patch_17_17.png,high_noise
patch_58_9.png,high_noise
patch_11_45.png,high_noise
patch_11_44.png,noise_sin
patch_25_21.png,high_noise
patch_25_29.png,high_noise
patch_26_15.png,high_noise
patch_32_11.png,high_noise
patch_58_11.png,flat
patch_16_35.png,noise_sin
patch_54_2.png,high_noise
patch_18_31.png,noise_sin
patch_27_11.png,low_noise
patch_19_19.png,noise_sin
patch_44_21.png,high_noise
patch_17_42.png,high_noise
patch_15_19.png,high_noise
patch_20_37.png,high_noise
patch_33_25.png,flat
patch_67_9.png,high_noise
patch_20_31.png,noise_sin
patch_11_46.png,none
patch_27_21.png,high_noise
patch_17_31.png,noise_sin
patch_45_8.png,low_noise
patch_33_17.png,high_noise
patch_7_22.png,noise_sin
patch_42_16.png,flat
patch_14_12.png,none
patch_11_43.png,high_noise
patch_23_33.png,high_noise
patch_48_23.png,high_noise
patch_16_27.png,low_noise
patch_25_12.png,high_noise
patch_47_17.png,flat
patch_12_13.png,none
patch_49_11.png,high_noise
patch_56_7.png,high_noise
patch_31_10.png,high_noise
patch_57_16.png,low_noise
patch_65_9.png,low_noise
patch_33_14.png,high_noise
patch_23_32.png,low_noise
patch_10_29.png,high_noise
patch_52_18.png,low_noise
patch_39_24.png,low_noise
patch_43_11.png,low_noise
patch_44_17.png,low_noise
patch_34_9.png,none
patch_51_1.png,high_noise
patch_34_24.png,flat
patch_36_17.png,high_noise
patch_33_12.png,noise_sin
patch_19_17.png,high_noise
patch_57_7.png,high_noise
patch_2_31.png,noise_sin
patch_38_10.png,high_noise
patch_15_40.png,high_noise
patch_28_9.png,none
patch_26_29.png,low_noise
patch_63_8.png,high_noise
patch_14_14.png,high_noise
patch_6_33.png,high_noise
patch_27_25.png,high_noise
patch_35_25.png,high_noise
patch_30_24.png,low_noise
patch_50_12.png,low_noise
patch_22_42.png,none
patch_40_21.png,flat
patch_20_9.png,none
patch_7_42.png,high_noise
patch_26_23.png,high_noise
patch_54_8.png,flat
patch_18_15.png,noise_sin
patch_35_34.png,none
patch_64_7.png,high_noise
patch_53_12.png,flat
patch_51_8.png,low_noise
patch_18_40.png,high_noise
patch_11_33.png,noise_sin
patch_57_8.png,flat
patch_16_44.png,high_noise
patch_30_30.png,high_noise
patch_3_34.png,high_noise
patch_44_24.png,high_noise
patch_71_13.png,none
patch_35_23.png,high_noise
patch_19_21.png,high_noise
patch_15_34.png,noise_sin
patch_24_18.png,high_noise
patch_16_21.png,noise_sin
patch_4_29.png,high_noise
patch_62_5.png,low_noise
patch_29_35.png,low_noise
patch_63_15.png,high_noise
patch_57_3.png,high_noise
patch_13_31.png,noise_sin
patch_16_37.png,noise_sin
patch_12_22.png,noise_sin
patch_40_17.png,high_noise
patch_59_16.png,flat
patch_7_36.png,high_noise
patch_41_10.png,high_noise
patch_65_11.png,high_noise
patch_43_12.png,flat
patch_52_15.png,high_noise
patch_24_9.png,high_noise
patch_8_23.png,noise_sin
patch_30_17.png,noise_sin
patch_22_9.png,high_noise
patch_40_10.png,low_noise
patch_39_31.png,high_noise
patch_57_12.png,low_noise
patch_13_39.png,noise_sin
patch_31_35.png,none
patch_44_5.png,low_noise
patch_38_33.png,none
patch_44_18.png,flat
patch_13_35.png,noise_sin
patch_8_31.png,high_noise
patch_7_29.png,noise_sin
patch_69_11.png,high_noise
patch_50_3.png,low_noise
patch_4_40.png,none
patch_68_5.png,none
patch_19_20.png,high_noise
patch_10_26.png,low_noise
patch_53_7.png,low_noise
patch_21_32.png,noise_sin
patch_25_27.png,high_noise
patch_0_24.png,high_noise
patch_58_7.png,low_noise
patch_23_25.png,flat
patch_72_12.png,noise_sin
patch_21_25.png,high_noise
patch_23_16.png,noise_sin
patch_65_10.png,high_noise
patch_8_39.png,noise_sin
patch_50_27.png,none
patch_17_44.png,flat
patch_6_41.png,noise_sin
patch_52_25.png,none
patch_37_14.png,low_noise
patch_15_42.png,noise_sin
patch_13_30.png,noise_sin
patch_58_3.png,flat
patch_9_24.png,high_noise
patch_31_33.png,high_noise
patch_17_19.png,noise_sin
patch_23_42.png,none
patch_49_10.png,high_noise
patch_55_8.png,flat
patch_45_30.png,none
patch_37_29.png,high_noise
patch_63_3.png,low_noise
patch_63_14.png,low_noise
patch_47_14.png,low_noise
patch_36_28.png,high_noise
patch_46_19.png,flat
patch_12_29.png,noise_sin
patch_36_34.png,none
patch_52_19.png,low_noise
patch_10_42.png,flat
patch_34_19.png,flat
patch_24_34.png,high_noise
patch_32_24.png,low_noise
patch_42_14.png,flat
patch_20_42.png,high_noise
patch_74_11.png,none
patch_13_37.png,high_noise
patch_22_34.png,low_noise
patch_25_33.png,low_noise
patch_49_20.png,flat
patch_71_7.png,none
patch_49_2.png,noise_sin
patch_6_38.png,noise_sin
patch_54_6.png,noise_sin
patch_39_30.png,high_noise
patch_22_28.png,high_noise
patch_47_2.png,low_noise
patch_9_44.png,high_noise
patch_37_8.png,none
patch_73_11.png,flat
patch_26_30.png,high_noise
patch_24_36.png,high_noise
patch_18_11.png,low_noise
patch_17_11.png,low_noise
patch_56_15.png,high_noise
patch_69_7.png,high_noise
patch_42_21.png,flat
patch_49_15.png,high_noise
patch_11_29.png,high_noise
patch_46_12.png,low_noise
patch_7_24.png,noise_sin
patch_50_25.png,high_noise
patch_27_12.png,high_noise
patch_40_13.png,low_noise
patch_48_27.png,high_noise
patch_41_23.png,low_noise
patch_59_13.png,low_noise
patch_43_30.png,noise_sin
patch_8_26.png,high_noise
patch_11_36.png,noise_sin
patch_61_16.png,high_noise
patch_44_27.png,high_noise
patch_32_9.png,none
patch_23_10.png,high_noise
patch_20_33.png,noise_sin
patch_36_22.png,high_noise
patch_7_31.png,high_noise
patch_18_27.png,high_noise
patch_45_11.png,flat
patch_36_14.png,noise_sin
patch_15_35.png,noise_sin
patch_38_23.png,low_noise
patch_31_23.png,noise_sin
patch_5_36.png,high_noise
patch_2_32.png,high_noise
patch_5_30.png,high_noise
patch_35_14.png,high_noise
patch_23_26.png,noise_sin
patch_19_44.png,none
patch_37_19.png,low_noise
patch_1_23.png,high_noise
patch_12_17.png,high_noise
patch_60_15.png,low_noise
patch_53_3.png,flat
patch_33_20.png,low_noise
patch_25_34.png,low_noise
patch_40_22.png,low_noise
patch_42_7.png,low_noise
patch_22_40.png,high_noise
patch_52_7.png,noise_sin
patch_33_19.png,noise_sin
patch_61_13.png,high_noise
patch_55_0.png,low_noise
patch_16_38.png,high_noise
patch_19_14.png,noise_sin
patch_68_8.png,high_noise
patch_9_36.png,high_noise
patch_9_27.png,noise_sin
patch_14_42.png,noise_sin
patch_12_44.png,noise_sin
patch_19_15.png,low_noise
patch_16_39.png,noise_sin
patch_6_25.png,low_noise
patch_14_24.png,noise_sin
patch_6_23.png,noise_sin
patch_45_27.png,high_noise
patch_59_19.png,none
patch_2_30.png,low_noise
patch_21_31.png,low_noise
patch_15_43.png,high_noise
patch_35_10.png,low_noise
patch_34_27.png,low_noise
patch_20_18.png,high_noise
patch_7_19.png,low_noise
patch_24_27.png,high_noise
patch_33_18.png,low_noise
patch_50_20.png,flat
patch_27_14.png,high_noise
patch_51_13.png,flat
patch_22_12.png,high_noise
patch_27_29.png,high_noise
patch_49_12.png,high_noise
patch_36_29.png,low_noise
patch_55_4.png,high_noise
patch_46_22.png,low_noise
patch_4_38.png,low_noise
patch_63_5.png,high_noise
patch_71_10.png,none
patch_60_8.png,flat
patch_55_15.png,high_noise
patch_29_26.png,high_noise
patch_57_2.png,low_noise
patch_6_42.png,noise_sin
patch_68_10.png,high_noise
patch_17_16.png,noise_sin
patch_34_11.png,high_noise
patch_19_23.png,high_noise
patch_33_26.png,flat
patch_53_2.png,high_noise
patch_6_40.png,flat
patch_5_37.png,high_noise
patch_5_35.png,noise_sin
patch_53_24.png,none
patch_14_26.png,low_noise
patch_37_21.png,high_noise
patch_12_37.png,high_noise
patch_31_31.png,high_noise
patch_20_14.png,low_noise
patch_2_24.png,high_noise
patch_61_15.png,low_noise
patch_61_1.png,low_noise
patch_34_23.png,high_noise
patch_19_36.png,high_noise
patch_29_36.png,none
patch_55_19.png,high_noise
patch_25_14.png,high_noise
patch_15_11.png,none
patch_25_30.png,high_noise
patch_43_28.png,high_noise
patch_14_18.png,low_noise
patch_50_13.png,low_noise
patch_74_10.png,none
patch_24_10.png,high_noise
patch_64_12.png,high_noise
patch_39_7.png,none
patch_20_23.png,noise_sin
patch_26_34.png,noise_sin
patch_49_9.png,low_noise
patch_25_10.png,high_noise
patch_39_25.png,low_noise
patch_43_17.png,low_noise
patch_11_38.png,noise_sin
patch_17_45.png,none
patch_37_28.png,high_noise
patch_64_10.png,high_noise
patch_5_39.png,noise_sin
patch_17_10.png,none
patch_53_22.png,high_noise
patch_54_10.png,flat
patch_19_27.png,high_noise
patch_9_33.png,noise_sin
patch_16_12.png,high_noise
patch_49_1.png,none
patch_32_14.png,high_noise
patch_54_3.png,low_noise
patch_33_15.png,high_noise
patch_7_37.png,high_noise
patch_52_2.png,low_noise
patch_17_37.png,noise_sin
patch_31_32.png,flat
patch_33_32.png,high_noise
patch_48_25.png,high_noise
patch_41_22.png,flat
patch_24_11.png,high_noise
patch_41_14.png,high_noise
patch_22_21.png,low_noise
patch_28_20.png,high_noise
patch_11_26.png,high_noise
patch_25_18.png,high_noise
patch_36_33.png,high_noise
patch_53_4.png,flat
patch_17_41.png,flat
patch_58_10.png,flat
patch_18_28.png,low_noise
patch_36_12.png,high_noise
patch_8_25.png,high_noise
patch_1_32.png,none
patch_18_41.png,high_noise
patch_47_5.png,high_noise
patch_61_0.png,none
patch_35_24.png,low_noise
patch_72_13.png,none
patch_63_16.png,none
patch_59_17.png,high_noise
patch_70_10.png,high_noise
patch_45_24.png,high_noise
patch_35_8.png,none
patch_19_35.png,high_noise
patch_55_20.png,high_noise
patch_9_18.png,low_noise
patch_45_22.png,low_noise
patch_66_13.png,high_noise
patch_23_29.png,high_noise
patch_48_3.png,high_noise
patch_62_1.png,low_noise
patch_25_25.png,low_noise
patch_12_43.png,noise_sin
patch_42_29.png,high_noise
patch_27_36.png,high_noise
patch_18_20.png,high_noise
patch_53_19.png,low_noise
patch_5_26.png,high_noise
patch_22_20.png,high_noise
patch_19_34.png,noise_sin
patch_55_23.png,none
patch_6_37.png,noise_sin
patch_59_7.png,low_noise
patch_53_17.png,low_noise
patch_60_6.png,noise_sin
patch_12_20.png,low_noise
patch_12_42.png,low_noise
patch_13_24.png,noise_sin
patch_24_26.png,flat
patch_58_2.png,low_noise
patch_21_23.png,low_noise
patch_66_12.png,low_noise
patch_23_17.png,noise_sin
patch_3_30.png,low_noise
patch_64_1.png,none
patch_16_29.png,low_noise
patch_26_16.png,high_noise
patch_29_32.png,low_noise
patch_24_20.png,high_noise
patch_39_10.png,high_noise
patch_40_12.png,high_noise
patch_28_37.png,none
patch_12_46.png,none
patch_39_18.png,high_noise
patch_25_26.png,low_noise
patch_6_21.png,high_noise
patch_17_24.png,low_noise
patch_20_39.png,high_noise
patch_67_10.png,low_noise
patch_21_34.png,noise_sin
patch_41_28.png,high_noise
patch_37_22.png,high_noise
patch_35_33.png,high_noise
patch_69_6.png,none
patch_19_30.png,high_noise
patch_43_5.png,none
patch_48_21.png,flat
patch_7_43.png,noise_sin
patch_4_25.png,high_noise
patch_63_2.png,high_noise
patch_29_16.png,noise_sin
patch_2_23.png,high_noise
patch_20_30.png,high_noise
patch_27_9.png,none
patch_14_13.png,high_noise
patch_19_31.png,noise_sin
patch_64_6.png,high_noise
patch_58_14.png,high_noise
patch_53_23.png,high_noise
patch_14_15.png,high_noise
patch_38_31.png,high_noise
patch_26_33.png,low_noise
patch_14_28.png,low_noise
patch_15_27.png,high_noise
patch_23_13.png,high_noise
patch_13_38.png,high_noise
patch_64_2.png,high_noise
patch_18_17.png,noise_sin
patch_68_12.png,high_noise
patch_52_3.png,low_noise
patch_37_34.png,none
patch_4_30.png,high_noise
patch_8_34.png,noise_sin
patch_50_18.png,flat
patch_62_14.png,high_noise
patch_9_46.png,none
patch_31_13.png,noise_sin
patch_42_5.png,none
patch_24_23.png,low_noise
patch_31_29.png,low_noise
patch_21_19.png,noise_sin
patch_26_21.png,high_noise
patch_48_7.png,low_noise
patch_44_29.png,low_noise
patch_30_25.png,low_noise
patch_8_28.png,noise_sin
patch_15_26.png,high_noise
patch_44_28.png,high_noise
patch_31_34.png,flat
patch_13_42.png,high_noise
patch_38_17.png,flat
patch_18_44.png,low_noise
patch_20_25.png,high_noise
patch_20_36.png,noise_sin
patch_6_24.png,high_noise
patch_11_18.png,noise_sin
patch_49_25.png,high_noise
patch_1_30.png,none
patch_41_12.png,low_noise
patch_45_16.png,low_noise
patch_52_1.png,high_noise
patch_41_9.png,high_noise
patch_31_19.png,high_noise
patch_61_8.png,low_noise
patch_48_13.png,low_noise
patch_21_37.png,high_noise
patch_47_9.png,low_noise
patch_54_12.png,flat
patch_15_13.png,noise_sin
patch_23_35.png,high_noise
patch_17_14.png,noise_sin
patch_44_8.png,high_noise
patch_17_25.png,low_noise
patch_37_17.png,low_noise
patch_48_17.png,flat
patch_28_17.png,noise_sin
patch_32_22.png,high_noise
patch_14_34.png,high_noise
patch_53_9.png,low_noise
patch_26_17.png,high_noise
patch_20_41.png,high_noise
patch_40_14.png,low_noise
patch_54_16.png,high_noise
patch_35_9.png,high_noise
patch_52_17.png,low_noise
patch_27_23.png,high_noise
patch_4_28.png,high_noise
patch_7_35.png,low_noise
patch_17_40.png,high_noise
patch_6_19.png,none
patch_24_13.png,high_noise
patch_55_11.png,low_noise
patch_28_34.png,flat
patch_18_39.png,high_noise
patch_50_14.png,high_noise
patch_5_20.png,high_noise
patch_56_14.png,high_noise
patch_62_3.png,flat
patch_17_21.png,high_noise
patch_51_12.png,flat
patch_11_41.png,high_noise
patch_21_39.png,high_noise
patch_10_15.png,none
patch_51_25.png,high_noise
patch_35_13.png,low_noise
patch_55_12.png,low_noise
patch_39_20.png,low_noise
patch_47_16.png,flat
patch_45_9.png,low_noise
patch_53_10.png,low_noise
patch_28_21.png,high_noise
patch_32_35.png,none
patch_38_30.png,high_noise
patch_21_18.png,noise_sin
patch_47_1.png,none
patch_26_20.png,high_noise
patch_13_20.png,low_noise
patch_46_29.png,none
patch_2_26.png,high_noise
patch_14_46.png,none
patch_56_10.png,flat
patch_10_35.png,noise_sin
patch_49_17.png,flat
patch_55_18.png,low_noise
patch_50_19.png,flat
patch_11_31.png,noise_sin
patch_43_4.png,none
patch_22_31.png,low_noise
patch_32_26.png,low_noise
patch_1_25.png,high_noise
patch_44_25.png,high_noise
patch_8_30.png,low_noise
patch_27_20.png,high_noise
patch_4_33.png,low_noise
patch_21_26.png,high_noise
patch_43_29.png,high_noise
patch_56_1.png,low_noise
patch_28_29.png,low_noise
patch_28_18.png,low_noise
patch_24_33.png,high_noise
patch_11_15.png,flat
patch_12_14.png,low_noise
patch_59_4.png,low_noise
patch_53_6.png,high_noise
patch_7_39.png,noise_sin
patch_37_31.png,high_noise
patch_41_17.png,low_noise
patch_43_18.png,flat
patch_14_44.png,noise_sin
patch_45_3.png,flat
patch_12_28.png,high_noise
patch_9_20.png,high_noise
patch_55_6.png,noise_sin
patch_57_17.png,flat
patch_26_25.png,low_noise
patch_40_18.png,high_noise
patch_0_27.png,none
patch_10_46.png,none
patch_63_12.png,high_noise
patch_37_25.png,low_noise
patch_37_26.png,noise_sin
patch_52_13.png,flat
patch_44_3.png,none
patch_31_28.png,low_noise
patch_21_36.png,high_noise
patch_9_40.png,noise_sin
patch_66_7.png,low_noise
patch_26_26.png,low_noise
patch_65_12.png,low_noise
patch_51_15.png,low_noise
patch_27_10.png,high_noise
patch_23_27.png,low_noise
patch_31_21.png,high_noise
patch_29_13.png,high_noise
patch_22_33.png,high_noise
patch_43_24.png,low_noise
patch_16_43.png,high_noise
patch_21_15.png,high_noise
patch_15_20.png,noise_sin
patch_48_4.png,low_noise
patch_26_10.png,low_noise
patch_7_25.png,high_noise
patch_56_11.png,low_noise
patch_35_29.png,high_noise
patch_15_14.png,high_noise
patch_49_27.png,none
patch_34_15.png,high_noise
patch_30_36.png,none
patch_38_16.png,low_noise
patch_41_18.png,low_noise
patch_33_10.png,high_noise
patch_34_16.png,low_noise
patch_29_28.png,low_noise
patch_48_1.png,none
patch_6_34.png,high_noise
patch_14_16.png,high_noise
patch_41_30.png,high_noise
patch_16_24.png,high_noise
patch_67_14.png,high_noise
patch_35_28.png,high_noise
patch_59_14.png,high_noise
patch_33_9.png,none
patch_67_15.png,none
patch_63_11.png,high_noise
patch_32_23.png,low_noise
patch_27_31.png,high_noise
patch_9_39.png,noise_sin
patch_53_15.png,low_noise
patch_56_3.png,flat
patch_60_12.png,high_noise
patch_3_36.png,noise_sin
patch_27_16.png,noise_sin
patch_10_18.png,high_noise
patch_31_26.png,low_noise
patch_60_9.png,flat
patch_21_24.png,low_noise
patch_9_29.png,high_noise
patch_14_37.png,high_noise
patch_18_25.png,noise_sin
patch_32_19.png,high_noise
patch_25_28.png,high_noise
patch_18_45.png,none
patch_8_40.png,flat
